date,territory_id,territory,region,state,city_tier,channel,product,units_sold,revenue,discount_pct,stock_availability,distributor_count,market_phase
2023-03-01,TR31,Kolkata,East,West Bengal,T1,Pharmacy Chain,DePURA Kids 10 ml,68,5969.73,0.071,0.938,16,pre_recall
2023-03-01,TR31,Kolkata,East,West Bengal,T1,Pharmacy Chain,DePURA Kids 15 ml,518,63853.73,0.0732,1.0,16,pre_recall
2023-03-01,TR31,Kolkata,East,West Bengal,T1,Retail Chemist,DePURA Kids 10 ml,206,18882.41,0.03,0.946,16,pre_recall
2023-03-01,TR31,Kolkata,East,West Bengal,T1,Retail Chemist,DePURA Kids 15 ml,743,94227.53,0.0465,0.911,16,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,E-Pharmacy,DePURA Kids 10 ml,9,712.18,0.1626,0.952,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,E-Pharmacy,DePURA Kids 15 ml,22,2515.09,0.1404,0.945,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Hospital Pharmacy,DePURA Kids 10 ml,19,1776.17,0.0108,0.973,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Hospital Pharmacy,DePURA Kids 15 ml,46,5933.59,0.0301,0.924,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Pharmacy Chain,DePURA Kids 10 ml,10,843.97,0.1069,0.913,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Pharmacy Chain,DePURA Kids 15 ml,31,3790.94,0.0805,0.93,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Retail Chemist,DePURA Kids 10 ml,92,8590.8,0.0119,0.976,3,pre_recall
2023-03-01,TR32,Siliguri-Durgapur,East,West Bengal,T3,Retail Chemist,DePURA Kids 15 ml,282,35359.96,0.0572,0.974,3,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,E-Pharmacy,DePURA Kids 10 ml,22,1771.09,0.1481,0.988,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,E-Pharmacy,DePURA Kids 15 ml,71,7970.98,0.1559,1.0,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Hospital Pharmacy,DePURA Kids 10 ml,27,2507.73,0.0172,0.943,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Hospital Pharmacy,DePURA Kids 15 ml,89,11618.72,0.0184,0.906,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Pharmacy Chain,DePURA Kids 10 ml,26,2267.1,0.0773,0.95,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Pharmacy Chain,DePURA Kids 15 ml,79,9745.18,0.0725,0.931,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Retail Chemist,DePURA Kids 10 ml,111,10203.26,0.0273,0.945,6,pre_recall
2023-03-01,TR33,Patna,East,Bihar,T2,Retail Chemist,DePURA Kids 15 ml,353,46055.12,0.019,0.909,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,E-Pharmacy,DePURA Kids 10 ml,13,1043.54,0.1506,0.939,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,E-Pharmacy,DePURA Kids 15 ml,30,3377.03,0.1536,0.936,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Hospital Pharmacy,DePURA Kids 10 ml,22,2055.96,0.0111,0.919,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Hospital Pharmacy,DePURA Kids 15 ml,60,7836.59,0.018,0.903,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Pharmacy Chain,DePURA Kids 10 ml,13,1116.95,0.0908,0.873,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Pharmacy Chain,DePURA Kids 15 ml,29,3531.99,0.0843,0.885,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Retail Chemist,DePURA Kids 10 ml,133,12041.48,0.0419,0.956,6,pre_recall
2023-03-01,TR34,Ranchi,East,Jharkhand,T3,Retail Chemist,DePURA Kids 15 ml,307,39745.45,0.0266,0.889,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,E-Pharmacy,DePURA Kids 10 ml,26,2059.47,0.1618,0.939,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,E-Pharmacy,DePURA Kids 15 ml,64,7108.45,0.1649,0.908,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Hospital Pharmacy,DePURA Kids 10 ml,25,2346.47,0.0068,0.883,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Hospital Pharmacy,DePURA Kids 15 ml,96,12458.04,0.0243,0.893,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Pharmacy Chain,DePURA Kids 10 ml,33,2789.13,0.1056,0.971,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Pharmacy Chain,DePURA Kids 15 ml,123,15307.6,0.0643,0.953,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Retail Chemist,DePURA Kids 10 ml,107,9834.72,0.0274,0.916,6,pre_recall
2023-03-01,TR35,Bhubaneswar,East,Odisha,T2,Retail Chemist,DePURA Kids 15 ml,422,53532.56,0.0462,0.872,6,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,E-Pharmacy,DePURA Kids 10 ml,25,1995.68,0.1553,0.997,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,E-Pharmacy,DePURA Kids 15 ml,99,11226.44,0.1474,1.0,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Hospital Pharmacy,DePURA Kids 10 ml,39,3685.5,0.0,0.953,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Hospital Pharmacy,DePURA Kids 15 ml,113,15029.0,0.0,0.886,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Pharmacy Chain,DePURA Kids 10 ml,41,3563.9,0.0802,0.912,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Pharmacy Chain,DePURA Kids 15 ml,152,18133.26,0.103,0.957,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Retail Chemist,DePURA Kids 10 ml,145,13112.22,0.0431,0.977,8,pre_recall
2023-03-01,TR36,Guwahati,East,Assam,T2,Retail Chemist,DePURA Kids 15 ml,484,60683.35,0.0573,1.0,8,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,E-Pharmacy,DePURA Kids 10 ml,85,6855.94,0.1465,0.921,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,E-Pharmacy,DePURA Kids 15 ml,342,38464.71,0.1544,0.953,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Hospital Pharmacy,DePURA Kids 10 ml,95,8654.0,0.036,0.881,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Hospital Pharmacy,DePURA Kids 15 ml,399,52578.59,0.0092,0.941,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Pharmacy Chain,DePURA Kids 10 ml,120,10629.86,0.0626,0.938,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Pharmacy Chain,DePURA Kids 15 ml,588,72560.41,0.0722,0.926,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Retail Chemist,DePURA Kids 10 ml,328,29421.33,0.0508,0.905,16,pre_recall
2023-04-01,TR01,Delhi North,North,Delhi,T1,Retail Chemist,DePURA Kids 15 ml,1404,178513.64,0.044,0.929,16,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,E-Pharmacy,DePURA Kids 10 ml,84,6716.15,0.1539,0.95,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,E-Pharmacy,DePURA Kids 15 ml,353,40539.2,0.1365,0.928,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Hospital Pharmacy,DePURA Kids 10 ml,82,7541.99,0.0267,0.897,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Hospital Pharmacy,DePURA Kids 15 ml,379,49081.93,0.0263,0.886,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Pharmacy Chain,DePURA Kids 10 ml,128,11068.67,0.0849,0.963,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Pharmacy Chain,DePURA Kids 15 ml,492,59160.72,0.0959,0.876,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Retail Chemist,DePURA Kids 10 ml,199,18461.88,0.0183,0.869,12,pre_recall
2023-04-01,TR02,Delhi South,North,Delhi,T1,Retail Chemist,DePURA Kids 15 ml,914,117740.41,0.0314,0.911,12,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 10 ml,25,2038.28,0.1372,0.954,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 15 ml,62,6999.06,0.1512,0.929,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 10 ml,35,3212.58,0.0287,0.858,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 15 ml,122,15549.26,0.0417,0.941,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 10 ml,25,2203.68,0.0672,0.873,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 15 ml,100,12325.66,0.0733,0.945,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 10 ml,140,12759.66,0.0356,0.939,5,pre_recall
2023-04-01,TR03,Noida-Ghaziabad,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 15 ml,418,53265.35,0.0419,0.925,5,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,E-Pharmacy,DePURA Kids 10 ml,24,1911.08,0.1574,0.91,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,E-Pharmacy,DePURA Kids 15 ml,67,7462.54,0.1625,0.96,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Hospital Pharmacy,DePURA Kids 10 ml,30,2769.98,0.0229,0.955,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Hospital Pharmacy,DePURA Kids 15 ml,109,14301.35,0.0135,0.974,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Pharmacy Chain,DePURA Kids 10 ml,30,2610.58,0.0792,0.96,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Pharmacy Chain,DePURA Kids 15 ml,121,15153.26,0.0584,0.929,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Retail Chemist,DePURA Kids 10 ml,146,13280.76,0.0374,0.877,8,pre_recall
2023-04-01,TR04,Gurugram-Faridabad,North,Haryana,T2,Retail Chemist,DePURA Kids 15 ml,431,54042.29,0.0397,0.937,8,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 10 ml,21,1720.69,0.1329,0.865,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 15 ml,74,8451.12,0.1413,0.878,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 10 ml,27,2479.34,0.0283,0.902,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 15 ml,87,11547.59,0.002,0.848,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 10 ml,35,3018.01,0.0875,0.889,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 15 ml,120,15020.52,0.0589,0.91,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 10 ml,140,12545.74,0.0517,0.907,6,pre_recall
2023-04-01,TR05,Lucknow,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 15 ml,466,60382.73,0.0257,0.85,6,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 10 ml,40,3199.57,0.1536,0.972,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,E-Pharmacy,DePURA Kids 15 ml,85,9632.26,0.148,0.964,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 10 ml,39,3586.22,0.0269,0.955,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Hospital Pharmacy,DePURA Kids 15 ml,147,19341.75,0.0107,0.939,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 10 ml,52,4577.93,0.0684,0.906,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Pharmacy Chain,DePURA Kids 15 ml,143,17444.76,0.0828,0.975,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 10 ml,163,14848.18,0.0361,0.938,5,pre_recall
2023-04-01,TR06,Kanpur-Agra,North,Uttar Pradesh,T2,Retail Chemist,DePURA Kids 15 ml,560,70399.71,0.0548,0.979,5,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,E-Pharmacy,DePURA Kids 10 ml,5,399.79,0.1539,0.905,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,E-Pharmacy,DePURA Kids 15 ml,14,1602.89,0.1392,1.0,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Hospital Pharmacy,DePURA Kids 10 ml,11,1013.38,0.0251,0.872,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Hospital Pharmacy,DePURA Kids 15 ml,34,4466.34,0.0123,0.911,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Pharmacy Chain,DePURA Kids 10 ml,7,605.16,0.0852,0.907,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Pharmacy Chain,DePURA Kids 15 ml,18,2191.3,0.0847,0.935,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Retail Chemist,DePURA Kids 10 ml,63,5696.95,0.0431,0.927,3,pre_recall
2023-04-01,TR07,Varanasi-Gorakhpur,North,Uttar Pradesh,T3,Retail Chemist,DePURA Kids 15 ml,152,19192.22,0.0506,0.971,3,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,E-Pharmacy,DePURA Kids 10 ml,21,1649.07,0.169,0.95,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,E-Pharmacy,DePURA Kids 15 ml,59,6568.35,0.1629,0.929,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Hospital Pharmacy,DePURA Kids 10 ml,20,1856.33,0.0178,0.933,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Hospital Pharmacy,DePURA Kids 15 ml,86,11145.92,0.0255,0.931,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Pharmacy Chain,DePURA Kids 10 ml,28,2451.45,0.0797,0.869,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Pharmacy Chain,DePURA Kids 15 ml,94,11500.05,0.0801,0.884,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Retail Chemist,DePURA Kids 10 ml,130,11754.77,0.0432,0.965,7,pre_recall
2023-04-01,TR08,Chandigarh-Mohali,North,Chandigarh,T2,Retail Chemist,DePURA Kids 15 ml,410,51379.21,0.0578,0.899,7,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,E-Pharmacy,DePURA Kids 10 ml,25,2030.11,0.1407,0.921,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,E-Pharmacy,DePURA Kids 15 ml,99,11130.01,0.1547,0.879,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Hospital Pharmacy,DePURA Kids 10 ml,34,3165.8,0.0147,0.884,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Hospital Pharmacy,DePURA Kids 15 ml,108,13839.76,0.0365,0.858,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Pharmacy Chain,DePURA Kids 10 ml,31,2676.3,0.0864,0.945,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Pharmacy Chain,DePURA Kids 15 ml,97,11949.08,0.0738,0.842,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Retail Chemist,DePURA Kids 10 ml,105,9558.74,0.0367,0.862,6,pre_recall
2023-04-01,TR09,Ludhiana-Amritsar,North,Punjab,T2,Retail Chemist,DePURA Kids 15 ml,486,61920.13,0.042,0.887,6,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,E-Pharmacy,DePURA Kids 10 ml,13,1032.43,0.1596,1.0,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,E-Pharmacy,DePURA Kids 15 ml,38,4296.4,0.1499,1.0,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Hospital Pharmacy,DePURA Kids 10 ml,18,1666.3,0.0204,0.939,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Hospital Pharmacy,DePURA Kids 15 ml,57,7414.13,0.022,0.964,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Pharmacy Chain,DePURA Kids 10 ml,20,1721.03,0.0894,0.981,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Pharmacy Chain,DePURA Kids 15 ml,58,7077.84,0.0825,0.955,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Retail Chemist,DePURA Kids 10 ml,79,7185.05,0.0376,0.95,7,pre_recall
2023-04-01,TR10,Jaipur,North,Rajasthan,T2,Retail Chemist,DePURA Kids 15 ml,193,24723.04,0.0369,0.986,7,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,E-Pharmacy,DePURA Kids 10 ml,10,796.79,0.1568,0.875,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,E-Pharmacy,DePURA Kids 15 ml,25,2811.1,0.1546,0.915,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Hospital Pharmacy,DePURA Kids 10 ml,17,1599.6,0.0043,0.935,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Hospital Pharmacy,DePURA Kids 15 ml,42,5510.93,0.0134,0.92,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Pharmacy Chain,DePURA Kids 10 ml,8,705.01,0.0674,0.89,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Pharmacy Chain,DePURA Kids 15 ml,26,3207.72,0.0724,0.867,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Retail Chemist,DePURA Kids 10 ml,98,8794.09,0.0504,0.922,6,pre_recall
2023-04-01,TR11,Dehradun,North,Uttarakhand,T3,Retail Chemist,DePURA Kids 15 ml,231,29110.97,0.0525,0.934,6,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 10 ml,32,2559.1,0.1537,0.976,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 15 ml,117,13192.08,0.1522,0.952,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 10 ml,25,2352.06,0.0044,0.968,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 15 ml,132,17252.67,0.0173,0.86,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 10 ml,43,3838.21,0.0554,0.966,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 15 ml,174,21134.61,0.0867,0.945,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Retail Chemist,DePURA Kids 10 ml,94,8412.72,0.0529,0.912,10,pre_recall
2023-04-01,TR12,Mumbai West,West,Maharashtra,T1,Retail Chemist,DePURA Kids 15 ml,536,69266.16,0.0284,0.913,10,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 10 ml,75,6015.02,0.1513,1.0,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 15 ml,417,46721.29,0.1576,0.968,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 10 ml,90,8383.72,0.0143,0.978,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 15 ml,299,38733.7,0.026,0.928,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 10 ml,101,8725.56,0.0858,0.911,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 15 ml,477,58929.48,0.0711,0.939,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Retail Chemist,DePURA Kids 10 ml,337,30401.25,0.0454,1.0,14,pre_recall
2023-04-01,TR13,Mumbai Thane,West,Maharashtra,T1,Retail Chemist,DePURA Kids 15 ml,1272,161735.49,0.044,0.944,14,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 10 ml,63,5069.01,0.1486,0.897,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,E-Pharmacy,DePURA Kids 15 ml,353,40167.59,0.1444,0.938,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 10 ml,53,4964.84,0.0087,0.881,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Hospital Pharmacy,DePURA Kids 15 ml,201,26434.19,0.0112,0.907,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 10 ml,111,9542.84,0.0902,0.886,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Pharmacy Chain,DePURA Kids 15 ml,323,39786.5,0.0738,0.852,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Retail Chemist,DePURA Kids 10 ml,209,18827.43,0.0467,0.873,11,pre_recall
2023-04-01,TR14,Pune,West,Maharashtra,T1,Retail Chemist,DePURA Kids 15 ml,714,89602.02,0.0564,0.842,11,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,E-Pharmacy,DePURA Kids 10 ml,24,1973.61,0.1298,0.908,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,E-Pharmacy,DePURA Kids 15 ml,66,7483.09,0.1475,0.932,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Hospital Pharmacy,DePURA Kids 10 ml,28,2575.86,0.0265,0.889,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Hospital Pharmacy,DePURA Kids 15 ml,94,12040.86,0.0369,0.871,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Pharmacy Chain,DePURA Kids 10 ml,37,3219.36,0.0793,0.923,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Pharmacy Chain,DePURA Kids 15 ml,88,10711.76,0.0848,0.869,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Retail Chemist,DePURA Kids 10 ml,166,14942.74,0.0474,0.926,10,pre_recall
2023-04-01,TR15,Nagpur,West,Maharashtra,T2,Retail Chemist,DePURA Kids 15 ml,406,51069.01,0.0542,0.879,10,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,E-Pharmacy,DePURA Kids 10 ml,69,5609.27,0.1397,0.905,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,E-Pharmacy,DePURA Kids 15 ml,271,29934.65,0.1695,0.969,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Hospital Pharmacy,DePURA Kids 10 ml,58,5481.0,0.0,0.895,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Hospital Pharmacy,DePURA Kids 15 ml,238,31224.69,0.0136,0.843,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Pharmacy Chain,DePURA Kids 10 ml,69,6060.81,0.0705,0.908,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Pharmacy Chain,DePURA Kids 15 ml,467,57504.94,0.0742,0.869,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Retail Chemist,DePURA Kids 10 ml,188,17093.89,0.0378,0.854,16,pre_recall
2023-04-01,TR16,Ahmedabad,West,Gujarat,T1,Retail Chemist,DePURA Kids 15 ml,1219,156576.31,0.0342,0.933,16,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,E-Pharmacy,DePURA Kids 10 ml,21,1707.25,0.1397,0.946,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,E-Pharmacy,DePURA Kids 15 ml,73,8216.12,0.1538,0.882,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Hospital Pharmacy,DePURA Kids 10 ml,25,2328.39,0.0144,0.851,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Hospital Pharmacy,DePURA Kids 15 ml,92,11892.68,0.0281,0.891,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Pharmacy Chain,DePURA Kids 10 ml,28,2431.65,0.081,0.905,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Pharmacy Chain,DePURA Kids 15 ml,99,11791.94,0.1044,0.939,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Retail Chemist,DePURA Kids 10 ml,130,11714.14,0.0465,0.898,5,pre_recall
2023-04-01,TR17,Surat-Vadodara,West,Gujarat,T2,Retail Chemist,DePURA Kids 15 ml,327,40833.01,0.0611,0.904,5,pre_recall
