consumer_id,child_age_group,region,city_tier,awareness,price_sensitivity,brand_trust,adherence_score,current_brand,consumer_segment
CON00653,1-5 years,Central,T2,1,4.0,4,0.575,Other brand,Low-awareness
CON00654,13-18 years,South,T1,2,2.0,4,0.666,DePURA Kids,Low-awareness
CON00655,0-12 months,North,T1,4,3.0,5,0.64,Other brand,Mainstream
CON00656,6-12 years,North,T2,4,5.0,3,0.6,DePURA Kids,Price-sensitive
CON00657,13-18 years,North,T2,3,3.0,3,0.443,Other brand,Mainstream
CON00658,1-5 years,North,T2,4,2.0,4,0.625,Other brand,Convenience-driven
CON00659,1-5 years,West,T1,3,5.0,3,0.642,Other brand,Price-sensitive
CON00660,1-5 years,South,T1,4,5.0,4,0.443,Other brand,Price-sensitive
CON00661,13-18 years,North,T2,4,2.0,5,0.366,Other brand,Convenience-driven
CON00662,6-12 years,South,T2,4,4.0,3,0.398,Other brand,Price-sensitive
CON00663,0-12 months,East,T1,5,3.0,3,0.82,Other brand,Convenience-driven
CON00664,6-12 years,North,T2,4,5.0,4,0.623,Other brand,Price-sensitive
CON00665,0-12 months,North,T2,3,2.0,3,0.914,Not currently buying,Mainstream
CON00666,0-12 months,West,T1,4,2.0,2,0.495,Other brand,Mainstream
CON00667,6-12 years,South,T1,4,3.0,5,0.674,DePURA Kids,Convenience-driven
CON00668,0-12 months,North,T1,4,4.0,2,0.776,Other brand,Price-sensitive
CON00669,1-5 years,West,T1,4,3.0,3,0.953,Other brand,Convenience-driven
CON00670,0-12 months,East,T2,4,4.0,3,0.43,Other brand,Price-sensitive
CON00671,6-12 years,Central,T2,4,2.0,3,0.664,Not currently buying,Mainstream
CON00672,1-5 years,North,T2,2,3.0,4,0.887,Other brand,Low-awareness
CON00673,0-12 months,South,T1,3,,5,0.557,Other brand,Mainstream
CON00674,0-12 months,West,T1,4,,4,0.714,Other brand,Convenience-driven
CON00675,1-5 years,East,T1,5,5.0,5,0.666,Other brand,Price-sensitive
CON00676,0-12 months,East,T3,2,4.0,4,0.849,Not currently buying,Low-awareness
CON00677,0-12 months,North,T2,3,3.0,4,0.67,DePURA Kids,Mainstream
CON00678,0-12 months,East,T2,4,2.0,5,0.597,DePURA Kids,Mainstream
CON00679,1-5 years,South,T1,4,4.0,3,0.898,DePURA Kids,Price-sensitive
CON00680,1-5 years,North,T2,3,2.0,5,0.51,DePURA Kids,Mainstream
CON00681,1-5 years,South,T2,5,4.0,4,0.459,Other brand,Price-sensitive
CON00682,0-12 months,North,T3,4,5.0,5,0.696,Other brand,Price-sensitive
CON00683,1-5 years,North,T1,4,2.0,4,0.738,DePURA Kids,Health-conscious
CON00684,6-12 years,South,T1,5,3.0,3,0.717,Other brand,Mainstream
CON00685,1-5 years,West,T1,4,3.0,3,0.622,DePURA Kids,Mainstream
CON00686,0-12 months,East,T2,5,3.0,4,0.802,Other brand,Health-conscious
CON00687,0-12 months,West,T1,5,4.0,4,0.851,DePURA Kids,Price-sensitive
CON00688,6-12 years,South,T1,5,2.0,4,0.598,Not currently buying,Mainstream
CON00689,0-12 months,South,T2,3,2.0,4,0.592,Not currently buying,Mainstream
CON00690,1-5 years,East,T1,5,3.0,4,0.637,Other brand,Mainstream
CON00691,0-12 months,North,T3,4,2.0,5,0.846,Not currently buying,Convenience-driven
CON00692,0-12 months,North,T2,4,2.0,2,0.927,Other brand,Mainstream
CON00693,0-12 months,East,T1,4,3.0,4,0.526,DePURA Kids,Mainstream
CON00694,0-12 months,West,T1,5,2.0,3,0.467,DePURA Kids,Convenience-driven
CON00695,0-12 months,South,T1,5,3.0,4,0.71,Not currently buying,Health-conscious
CON00696,1-5 years,North,T1,4,3.0,4,0.752,DePURA Kids,Convenience-driven
CON00697,1-5 years,South,T3,4,3.0,3,0.451,Other brand,Mainstream
CON00698,0-12 months,North,T3,4,4.0,3,0.643,DePURA Kids,Price-sensitive
CON00699,1-5 years,South,T2,3,2.0,3,0.619,Other brand,Mainstream
CON00700,0-12 months,South,T2,3,5.0,3,0.762,Not currently buying,Price-sensitive
CON00701,6-12 years,South,T1,4,5.0,3,0.253,Other brand,Price-sensitive
CON00702,1-5 years,North,T2,4,4.0,4,0.252,DePURA Kids,Price-sensitive
CON00703,0-12 months,North,T3,3,4.0,4,1.0,DePURA Kids,Price-sensitive
CON00704,6-12 years,North,T1,5,4.0,5,0.763,Other brand,Price-sensitive
CON00705,1-5 years,West,T1,4,4.0,4,0.479,DePURA Kids,Price-sensitive
CON00706,0-12 months,West,T2,5,2.0,4,0.896,Other brand,Health-conscious
CON00707,0-12 months,West,T2,5,4.0,4,0.696,Other brand,Price-sensitive
CON00708,1-5 years,East,T2,2,4.0,3,0.404,Other brand,Low-awareness
CON00709,6-12 years,South,T2,3,4.0,4,0.655,Other brand,Price-sensitive
CON00710,0-12 months,West,T2,3,3.0,4,0.807,Other brand,Health-conscious
CON00711,0-12 months,East,T1,5,4.0,5,0.786,DePURA Kids,Price-sensitive
CON00712,0-12 months,West,T1,4,4.0,3,0.937,Other brand,Price-sensitive
CON00713,0-12 months,West,T1,5,3.0,4,0.687,Other brand,Mainstream
CON00714,6-12 years,North,T1,2,3.0,3,0.532,Other brand,Low-awareness
CON00715,0-12 months,South,T2,3,3.0,3,0.722,Other brand,Mainstream
CON00716,13-18 years,North,T2,5,3.0,4,0.639,DePURA Kids,Convenience-driven
CON00717,0-12 months,North,T2,4,4.0,4,0.544,Other brand,Price-sensitive
CON00718,0-12 months,West,T1,5,4.0,4,0.585,DePURA Kids,Price-sensitive
CON00719,0-12 months,South,T2,5,3.0,5,0.554,DePURA Kids,Mainstream
CON00720,0-12 months,East,T1,4,3.0,3,0.998,Not currently buying,Convenience-driven
CON00721,0-12 months,Central,T3,3,5.0,4,0.608,Other brand,Price-sensitive
CON00722,6-12 years,East,T2,5,2.0,5,0.628,DePURA Kids,Mainstream
CON00723,6-12 years,West,T1,4,4.0,3,0.365,Other brand,Price-sensitive
CON00724,0-12 months,South,T1,1,2.0,5,0.709,Other brand,Low-awareness
CON00725,0-12 months,East,T2,5,3.0,3,0.822,Other brand,Mainstream
CON00726,0-12 months,Central,T2,4,3.0,1,0.518,Other brand,Mainstream
CON00727,6-12 years,West,T2,5,3.0,4,0.675,Other brand,Mainstream
CON00728,0-12 months,North,T1,4,2.0,4,0.895,DePURA Kids,Health-conscious
CON00729,0-12 months,East,T1,3,4.0,4,0.607,Other brand,Price-sensitive
CON00730,0-12 months,North,T3,3,3.0,4,0.755,Not currently buying,Health-conscious
CON00731,0-12 months,West,T2,4,2.0,5,0.894,Other brand,Health-conscious
CON00732,1-5 years,South,T2,4,4.0,3,0.609,Other brand,Price-sensitive
CON00733,0-12 months,Central,T2,2,2.0,4,1.0,Not currently buying,Low-awareness
CON00734,0-12 months,South,T1,4,4.0,3,0.885,Other brand,Price-sensitive
CON00735,0-12 months,South,T2,5,3.0,5,0.765,Other brand,Health-conscious
CON00736,1-5 years,East,T1,3,2.0,2,0.867,Other brand,Mainstream
CON00737,0-12 months,North,T1,3,2.0,4,0.554,Other brand,Mainstream
CON00738,0-12 months,North,T2,3,4.0,3,0.548,Other brand,Price-sensitive
CON00739,1-5 years,East,T3,5,1.0,5,0.713,DePURA Kids,Convenience-driven
CON00740,0-12 months,North,T3,4,3.0,5,0.963,Other brand,Convenience-driven
CON00741,13-18 years,South,T1,3,3.0,2,0.583,Other brand,Mainstream
CON00742,0-12 months,Central,T2,1,3.0,4,0.586,Not currently buying,Low-awareness
CON00743,0-12 months,East,T3,2,5.0,5,0.485,Other brand,Low-awareness
CON00744,0-12 months,North,T3,2,5.0,5,0.424,Other brand,Low-awareness
CON00745,0-12 months,South,T2,2,2.0,2,0.357,Other brand,Low-awareness
CON00746,1-5 years,West,T1,5,2.0,3,0.935,Other brand,Convenience-driven
CON00747,0-12 months,North,T2,3,2.0,4,0.636,Other brand,Mainstream
CON00748,6-12 years,West,T3,3,2.0,3,0.725,Other brand,Mainstream
CON00749,6-12 years,Central,T3,5,3.0,3,0.782,Other brand,Mainstream
CON00750,1-5 years,North,T2,4,2.0,3,0.763,Other brand,Mainstream
CON00751,1-5 years,North,T2,4,5.0,4,0.47,Other brand,Price-sensitive
CON00752,0-12 months,East,T3,3,5.0,3,0.288,Other brand,Price-sensitive
CON00753,6-12 years,South,T3,4,3.0,5,0.429,Other brand,Mainstream
CON00754,0-12 months,South,T1,4,3.0,4,0.9,DePURA Kids,Convenience-driven
CON00755,0-12 months,West,T1,4,3.0,5,0.75,Other brand,Health-conscious
CON00756,1-5 years,Central,T3,2,4.0,5,0.321,Other brand,Low-awareness
CON00757,0-12 months,North,T1,3,2.0,3,0.618,DePURA Kids,Mainstream
CON00758,0-12 months,North,T2,4,3.0,2,0.586,Other brand,Mainstream
CON00759,6-12 years,East,T2,3,4.0,2,0.551,Other brand,Price-sensitive
CON00760,6-12 years,North,T2,4,4.0,3,0.718,Not currently buying,Price-sensitive
CON00761,1-5 years,West,T3,4,4.0,4,0.655,Other brand,Price-sensitive
CON00762,6-12 years,East,T3,2,5.0,3,0.438,Other brand,Low-awareness
CON00763,1-5 years,South,T1,4,3.0,3,0.779,DePURA Kids,Mainstream
CON00764,6-12 years,North,T2,4,2.0,4,0.724,DePURA Kids,Health-conscious
CON00765,6-12 years,West,T1,3,3.0,4,0.27,Not currently buying,Mainstream
CON00766,0-12 months,West,T2,4,4.0,3,0.531,Not currently buying,Price-sensitive
CON00767,0-12 months,West,T3,2,5.0,5,0.436,Other brand,Low-awareness
CON00768,1-5 years,East,T1,5,3.0,3,0.814,DePURA Kids,Convenience-driven
CON00769,1-5 years,Central,T3,4,1.0,4,0.384,Other brand,Mainstream
CON00770,1-5 years,South,T1,5,2.0,4,0.793,Other brand,Health-conscious
CON00771,0-12 months,West,T1,3,3.0,4,0.78,Not currently buying,Health-conscious
CON00772,1-5 years,South,T1,4,3.0,4,0.605,Other brand,Mainstream
CON00773,1-5 years,West,T1,3,5.0,5,0.456,Other brand,Price-sensitive
CON00774,0-12 months,South,T1,3,1.0,3,0.489,Other brand,Mainstream
CON00775,0-12 months,South,T2,3,3.0,5,0.615,Other brand,Mainstream
CON00776,1-5 years,West,T1,5,4.0,4,0.507,DePURA Kids,Price-sensitive
CON00777,1-5 years,West,T1,4,4.0,4,0.775,Other brand,Price-sensitive
CON00778,1-5 years,South,T2,4,3.0,5,0.421,Not currently buying,Convenience-driven
CON00779,0-12 months,South,T1,5,4.0,4,0.857,DePURA Kids,Price-sensitive
CON00780,13-18 years,South,T1,4,3.0,5,0.402,Other brand,Convenience-driven
CON00781,0-12 months,East,T2,4,4.0,3,0.607,Other brand,Price-sensitive
CON00782,6-12 years,North,T2,4,2.0,3,0.662,DePURA Kids,Mainstream
CON00783,0-12 months,Central,T2,4,3.0,3,0.443,Other brand,Convenience-driven
CON00784,1-5 years,North,T2,4,3.0,4,0.675,Other brand,Mainstream
CON00785,0-12 months,North,T2,2,3.0,4,0.695,DePURA Kids,Low-awareness
CON00786,0-12 months,South,T1,4,2.0,3,0.791,Other brand,Mainstream
CON00787,0-12 months,North,T2,2,,4,0.743,Other brand,Low-awareness
CON00788,6-12 years,North,T2,4,5.0,3,0.946,DePURA Kids,Price-sensitive
CON00789,1-5 years,North,T2,3,2.0,5,0.394,Other brand,Convenience-driven
CON00790,0-12 months,Central,T2,4,4.0,2,0.482,Other brand,Price-sensitive
CON00791,1-5 years,East,T2,4,2.0,2,0.498,Other brand,Mainstream
CON00792,1-5 years,South,T1,3,1.0,4,0.519,Other brand,Mainstream
CON00793,1-5 years,South,T1,3,4.0,4,0.716,Other brand,Price-sensitive
CON00794,1-5 years,West,T1,5,3.0,3,0.463,Other brand,Mainstream
CON00795,0-12 months,North,T1,2,2.0,3,0.546,DePURA Kids,Low-awareness
CON00796,13-18 years,South,T2,4,3.0,4,0.41,Other brand,Mainstream
CON00797,6-12 years,North,T1,4,3.0,4,0.515,Not currently buying,Mainstream
CON00798,0-12 months,South,T2,3,4.0,2,0.811,Other brand,Price-sensitive
CON00799,1-5 years,West,T1,3,2.0,3,0.623,DePURA Kids,Convenience-driven
CON00800,6-12 years,West,T3,5,4.0,3,0.611,DePURA Kids,Price-sensitive
CON00801,0-12 months,Central,T2,3,,2,0.452,Other brand,Mainstream
CON00802,0-12 months,North,T2,2,5.0,4,0.59,Not currently buying,Low-awareness
CON00803,0-12 months,South,T3,4,5.0,5,0.855,Other brand,Price-sensitive
CON00804,6-12 years,West,T1,5,5.0,4,0.868,Other brand,Price-sensitive
CON00805,0-12 months,North,T2,4,2.0,5,0.509,Other brand,Mainstream
CON00806,0-12 months,West,T1,3,4.0,4,0.809,DePURA Kids,Price-sensitive
CON00807,6-12 years,South,T2,5,4.0,5,0.698,Other brand,Price-sensitive
CON00808,1-5 years,West,T1,3,4.0,5,0.286,Other brand,Price-sensitive
CON00809,0-12 months,East,T2,4,3.0,4,0.44,Other brand,Convenience-driven
CON00810,0-12 months,North,T1,4,4.0,3,0.6,Other brand,Price-sensitive
CON00811,1-5 years,North,T1,3,4.0,4,0.753,Other brand,Price-sensitive
CON00812,1-5 years,East,T3,5,5.0,3,0.519,Other brand,Price-sensitive
CON00813,6-12 years,North,T2,4,5.0,4,0.341,Other brand,Price-sensitive
CON00814,1-5 years,North,T2,1,4.0,2,0.781,Not currently buying,Low-awareness
CON00815,1-5 years,South,T1,4,4.0,4,0.576,Not currently buying,Price-sensitive
CON00816,0-12 months,North,T3,2,5.0,3,0.779,Other brand,Low-awareness
CON00817,1-5 years,South,T1,5,2.0,4,0.656,Other brand,Convenience-driven
CON00818,6-12 years,North,T1,3,5.0,4,0.386,DePURA Kids,Price-sensitive
CON00819,0-12 months,East,T1,4,2.0,4,0.694,Not currently buying,Mainstream
CON00820,0-12 months,Central,T3,4,4.0,5,0.759,Other brand,Price-sensitive
CON00821,6-12 years,West,T1,5,3.0,3,0.742,DePURA Kids,Convenience-driven
CON00822,1-5 years,West,T1,5,3.0,5,0.623,Other brand,Mainstream
CON00823,0-12 months,West,T1,3,1.0,3,0.686,DePURA Kids,Mainstream
CON00824,1-5 years,North,T3,4,4.0,5,0.657,DePURA Kids,Price-sensitive
CON00825,6-12 years,East,T2,5,3.0,2,0.39,Other brand,Mainstream
CON00826,0-12 months,West,T1,4,3.0,5,0.75,Other brand,Health-conscious
CON00827,1-5 years,North,T2,3,2.0,2,0.641,Other brand,Mainstream
CON00828,0-12 months,West,T2,4,2.0,4,0.521,Not currently buying,Convenience-driven
CON00829,0-12 months,North,T3,3,4.0,5,0.634,Not currently buying,Price-sensitive
CON00830,1-5 years,West,T1,4,4.0,4,0.694,DePURA Kids,Price-sensitive
CON00831,1-5 years,North,T3,3,4.0,3,0.371,Other brand,Price-sensitive
CON00832,6-12 years,North,T2,3,3.0,4,0.418,Other brand,Mainstream
CON00833,13-18 years,East,T1,5,4.0,3,0.659,Other brand,Price-sensitive
CON00834,0-12 months,North,T3,3,4.0,3,0.635,DePURA Kids,Price-sensitive
CON00835,0-12 months,North,T1,2,2.0,5,0.464,Other brand,Low-awareness
CON00836,6-12 years,South,T1,4,2.0,4,0.569,DePURA Kids,Mainstream
CON00837,0-12 months,West,T2,2,2.0,4,0.505,Not currently buying,Low-awareness
CON00838,0-12 months,West,T1,3,3.0,4,0.64,Other brand,Mainstream
CON00839,6-12 years,Central,T2,3,4.0,5,0.88,Other brand,Price-sensitive
CON00840,0-12 months,Central,T3,4,4.0,4,0.882,Other brand,Price-sensitive
CON00841,0-12 months,West,T2,4,3.0,4,0.672,DePURA Kids,Convenience-driven
CON00842,13-18 years,East,T1,4,3.0,5,0.927,Other brand,Health-conscious
CON00843,0-12 months,East,T1,5,2.0,3,0.755,DePURA Kids,Mainstream
CON00844,0-12 months,West,T1,3,3.0,4,0.628,Other brand,Mainstream
CON00845,6-12 years,North,T2,4,3.0,4,0.317,Other brand,Mainstream
CON00846,0-12 months,West,T3,3,3.0,3,0.75,Other brand,Mainstream
CON00847,0-12 months,North,T2,4,5.0,3,0.638,Other brand,Price-sensitive
CON00848,1-5 years,West,T1,3,,3,0.596,Not currently buying,Convenience-driven
CON00849,1-5 years,West,T2,3,2.0,4,0.584,Other brand,Convenience-driven
CON00850,0-12 months,West,T2,3,5.0,4,0.591,Not currently buying,Price-sensitive
CON00851,0-12 months,North,T3,3,2.0,4,0.626,Not currently buying,Mainstream
CON00852,0-12 months,Central,T2,3,3.0,5,0.693,Other brand,Convenience-driven
CON00853,1-5 years,South,T1,3,2.0,3,0.357,Other brand,Convenience-driven
CON00854,0-12 months,South,T1,3,3.0,2,0.503,Other brand,Mainstream
CON00855,13-18 years,South,T2,3,2.0,4,0.718,Other brand,Convenience-driven
CON00856,1-5 years,North,T1,3,3.0,3,0.807,Not currently buying,Convenience-driven
CON00857,0-12 months,North,T2,5,3.0,5,0.983,Other brand,Convenience-driven
CON00858,1-5 years,West,T1,4,2.0,3,0.74,DePURA Kids,Mainstream
CON00859,1-5 years,West,T3,3,4.0,3,0.298,Other brand,Price-sensitive
CON00860,1-5 years,North,T2,5,4.0,4,0.493,Other brand,Price-sensitive
CON00861,1-5 years,West,T1,3,3.0,3,0.648,Other brand,Mainstream
CON00862,1-5 years,North,T2,4,3.0,5,0.724,Other brand,Convenience-driven
CON00863,6-12 years,Central,T3,5,4.0,4,0.631,Other brand,Price-sensitive
CON00864,13-18 years,West,T3,4,3.0,3,0.527,DePURA Kids,Convenience-driven
CON00865,0-12 months,South,T1,3,2.0,4,1.0,DePURA Kids,Health-conscious
CON00866,0-12 months,South,T1,5,4.0,3,0.683,Other brand,Price-sensitive
CON00867,1-5 years,West,T1,5,2.0,5,0.551,DePURA Kids,Convenience-driven
CON00868,1-5 years,South,T1,3,2.0,4,0.412,Other brand,Convenience-driven
CON00869,6-12 years,North,T2,2,3.0,3,0.572,Not currently buying,Low-awareness
CON00870,1-5 years,South,T1,3,2.0,3,0.165,Other brand,Mainstream
CON00871,1-5 years,South,T1,4,2.0,4,0.63,Other brand,Convenience-driven
CON00872,0-12 months,North,T2,3,5.0,3,0.668,Not currently buying,Price-sensitive
CON00873,1-5 years,North,T2,4,3.0,4,0.6,Other brand,Mainstream
CON00874,0-12 months,North,T2,4,3.0,5,0.723,Not currently buying,Health-conscious
CON00875,1-5 years,South,T1,5,4.0,5,0.762,Not currently buying,Price-sensitive
CON00876,1-5 years,West,T1,3,3.0,4,0.803,Other brand,Convenience-driven
CON00877,0-12 months,East,T2,4,3.0,3,0.583,Other brand,Convenience-driven
CON00878,1-5 years,South,T1,3,3.0,3,0.579,Other brand,Mainstream
CON00879,6-12 years,North,T1,4,3.0,3,0.522,DePURA Kids,Mainstream
CON00880,6-12 years,West,T1,4,4.0,3,0.425,Other brand,Price-sensitive
CON00881,1-5 years,North,T1,5,3.0,4,0.538,DePURA Kids,Mainstream
CON00882,0-12 months,South,T1,4,4.0,5,0.471,DePURA Kids,Price-sensitive
CON00883,6-12 years,East,T2,5,4.0,4,0.783,Other brand,Price-sensitive
CON00884,0-12 months,South,T2,3,3.0,3,0.865,Other brand,Mainstream
CON00885,0-12 months,North,T3,5,5.0,5,1.0,Other brand,Price-sensitive
CON00886,0-12 months,North,T3,5,3.0,4,0.931,DePURA Kids,Health-conscious
CON00887,0-12 months,East,T1,4,3.0,4,0.924,DePURA Kids,Convenience-driven
CON00888,6-12 years,North,T2,2,2.0,4,0.665,Other brand,Low-awareness
CON00889,0-12 months,South,T1,2,4.0,3,0.419,Other brand,Low-awareness
CON00890,0-12 months,North,T2,3,3.0,5,0.558,Other brand,Mainstream
CON00891,0-12 months,West,T1,4,3.0,4,0.628,DePURA Kids,Mainstream
CON00892,1-5 years,North,T1,5,2.0,3,0.692,DePURA Kids,Convenience-driven
CON00893,0-12 months,North,T2,5,4.0,3,0.905,Other brand,Price-sensitive
CON00894,13-18 years,North,T1,4,1.0,4,0.569,Other brand,Mainstream
CON00895,6-12 years,Central,T2,5,5.0,4,0.583,DePURA Kids,Price-sensitive
CON00896,1-5 years,West,T1,3,4.0,4,0.446,Other brand,Price-sensitive
CON00897,0-12 months,Central,T2,4,3.0,5,0.711,Other brand,Health-conscious
CON00898,6-12 years,North,T1,5,2.0,4,0.327,Not currently buying,Mainstream
CON00899,1-5 years,South,T2,3,4.0,3,0.329,Other brand,Price-sensitive
CON00900,1-5 years,North,T2,4,3.0,4,0.695,Other brand,Convenience-driven
CON00901,0-12 months,South,T2,4,3.0,5,0.649,DePURA Kids,Mainstream
CON00902,0-12 months,West,T1,3,3.0,4,0.662,Other brand,Mainstream
CON00903,0-12 months,West,T1,4,2.0,5,0.658,Other brand,Mainstream
CON00904,6-12 years,South,T1,5,4.0,5,0.889,Other brand,Price-sensitive
CON00905,0-12 months,South,T1,5,4.0,5,0.895,DePURA Kids,Price-sensitive
CON00906,1-5 years,Central,T3,5,4.0,4,0.642,Other brand,Price-sensitive
CON00907,1-5 years,West,T2,4,3.0,4,0.415,Other brand,Mainstream
CON00908,0-12 months,West,T3,1,5.0,3,0.326,Not currently buying,Low-awareness
CON00909,1-5 years,North,T1,2,2.0,4,0.631,Other brand,Low-awareness
CON00910,6-12 years,North,T2,3,4.0,2,0.327,Other brand,Price-sensitive
CON00911,6-12 years,South,T2,5,3.0,3,0.593,DePURA Kids,Mainstream
CON00912,1-5 years,South,T3,4,2.0,3,0.575,Other brand,Mainstream
CON00913,0-12 months,West,T1,2,2.0,3,1.0,Other brand,Low-awareness
CON00914,0-12 months,South,T1,5,1.0,5,1.0,DePURA Kids,Health-conscious
CON00915,6-12 years,South,T2,3,4.0,3,0.323,Other brand,Price-sensitive
CON00916,0-12 months,Central,T2,5,2.0,4,0.944,DePURA Kids,Health-conscious
CON00917,6-12 years,East,T2,5,3.0,5,0.66,DePURA Kids,Mainstream
CON00918,0-12 months,West,T1,4,2.0,5,0.437,DePURA Kids,Mainstream
CON00919,0-12 months,West,T1,4,4.0,5,0.52,Other brand,Price-sensitive
CON00920,1-5 years,North,T1,4,3.0,3,0.39,Other brand,Convenience-driven
CON00921,1-5 years,North,T2,4,5.0,5,0.831,DePURA Kids,Price-sensitive
CON00922,0-12 months,South,T2,4,2.0,4,0.821,Other brand,Health-conscious
CON00923,6-12 years,South,T1,5,4.0,5,0.657,DePURA Kids,Price-sensitive
CON00924,0-12 months,North,T2,3,2.0,5,0.882,Other brand,Health-conscious
CON00925,6-12 years,South,T1,3,3.0,5,0.568,Other brand,Convenience-driven
CON00926,1-5 years,North,T2,2,2.0,4,0.611,Not currently buying,Low-awareness
CON00927,6-12 years,West,T1,5,2.0,3,0.372,Other brand,Mainstream
CON00928,0-12 months,East,T2,4,2.0,3,0.577,Not currently buying,Convenience-driven
CON00929,1-5 years,West,T1,5,3.0,2,0.458,Other brand,Mainstream
CON00930,1-5 years,South,T1,2,3.0,4,0.395,Other brand,Low-awareness
CON00931,0-12 months,North,T1,4,3.0,5,0.741,Other brand,Health-conscious
CON00932,1-5 years,West,T1,3,3.0,4,0.703,Other brand,Convenience-driven
CON00933,1-5 years,West,T1,5,4.0,3,0.391,DePURA Kids,Price-sensitive
CON00934,1-5 years,South,T2,3,2.0,3,0.752,Other brand,Convenience-driven
CON00935,0-12 months,North,T2,3,3.0,2,0.562,Not currently buying,Mainstream
CON00936,1-5 years,West,T1,2,4.0,4,0.775,DePURA Kids,Low-awareness
CON00937,0-12 months,North,T2,3,3.0,4,0.881,Not currently buying,Health-conscious
CON00938,0-12 months,West,T3,3,4.0,4,0.75,Not currently buying,Price-sensitive
CON00939,0-12 months,West,T1,5,2.0,3,0.959,DePURA Kids,Convenience-driven
CON00940,0-12 months,North,T3,4,5.0,5,0.502,DePURA Kids,Price-sensitive
CON00941,1-5 years,West,T1,3,4.0,4,0.63,Not currently buying,Price-sensitive
CON00942,1-5 years,West,T3,2,4.0,3,0.863,Other brand,Low-awareness
CON00943,0-12 months,West,T1,2,3.0,2,0.763,Other brand,Low-awareness
CON00944,6-12 years,East,T2,3,3.0,5,0.654,DePURA Kids,Convenience-driven
CON00945,0-12 months,North,T2,4,2.0,3,0.597,Other brand,Mainstream
CON00946,0-12 months,South,T1,4,3.0,3,0.831,DePURA Kids,Mainstream
CON00947,0-12 months,Central,T2,5,4.0,4,0.803,Other brand,Price-sensitive
CON00948,1-5 years,West,T2,3,4.0,4,0.594,Other brand,Price-sensitive
CON00949,13-18 years,South,T3,4,4.0,3,0.688,Other brand,Price-sensitive
CON00950,0-12 months,North,T2,3,3.0,4,0.617,DePURA Kids,Mainstream
CON00951,1-5 years,East,T3,4,4.0,4,0.719,DePURA Kids,Price-sensitive
CON00952,6-12 years,South,T2,4,3.0,4,0.342,Other brand,Mainstream
CON00953,1-5 years,South,T2,3,4.0,4,0.278,Other brand,Price-sensitive
CON00954,6-12 years,East,T2,3,5.0,2,0.265,Other brand,Price-sensitive
CON00955,13-18 years,East,T3,3,5.0,2,0.564,Other brand,Price-sensitive
CON00956,0-12 months,North,T2,4,4.0,3,0.683,Other brand,Price-sensitive
CON00957,1-5 years,East,T1,3,2.0,2,0.821,Other brand,Mainstream
CON00958,0-12 months,South,T1,4,5.0,4,0.61,Other brand,Price-sensitive
CON00959,0-12 months,West,T1,3,2.0,5,0.8,Other brand,Health-conscious
CON00960,6-12 years,Central,T2,5,2.0,4,0.546,Not currently buying,Mainstream
CON00961,0-12 months,Central,T3,3,4.0,2,0.607,Other brand,Price-sensitive
CON00962,1-5 years,Central,T2,5,4.0,5,0.479,Other brand,Price-sensitive
CON00963,1-5 years,West,T1,4,3.0,4,0.62,DePURA Kids,Mainstream
CON00964,0-12 months,South,T1,3,3.0,3,0.561,Other brand,Convenience-driven
CON00965,1-5 years,South,T2,3,3.0,3,0.412,Other brand,Mainstream
CON00966,6-12 years,East,T3,3,4.0,3,0.521,Other brand,Price-sensitive
CON00967,6-12 years,South,T3,3,3.0,5,0.59,Other brand,Convenience-driven
CON00968,6-12 years,East,T3,2,4.0,4,0.394,Other brand,Low-awareness
CON00969,13-18 years,East,T2,3,3.0,3,0.335,Other brand,Mainstream
CON00970,6-12 years,South,T1,4,3.0,4,0.818,Other brand,Convenience-driven
CON00971,6-12 years,West,T1,5,2.0,4,0.691,DePURA Kids,Mainstream
CON00972,6-12 years,Central,T2,3,4.0,5,0.49,Other brand,Price-sensitive
CON00973,1-5 years,East,T3,5,5.0,5,0.614,Other brand,Price-sensitive
CON00974,1-5 years,North,T2,3,3.0,2,0.612,Other brand,Mainstream
CON00975,6-12 years,South,T2,3,5.0,3,0.534,Other brand,Price-sensitive
CON00976,0-12 months,East,T3,4,4.0,5,0.664,Other brand,Price-sensitive
CON00977,1-5 years,South,T1,4,4.0,4,0.397,Other brand,Price-sensitive
CON00978,0-12 months,East,T3,4,3.0,3,0.889,Other brand,Mainstream
CON00979,6-12 years,South,T2,4,4.0,3,0.657,Other brand,Price-sensitive
CON00980,6-12 years,East,T2,4,4.0,4,0.641,Other brand,Price-sensitive
CON00981,13-18 years,East,T2,4,3.0,5,0.663,DePURA Kids,Convenience-driven
CON00982,0-12 months,South,T1,5,2.0,4,0.854,Other brand,Health-conscious
CON00983,1-5 years,South,T1,2,3.0,5,0.648,DePURA Kids,Low-awareness
CON00984,0-12 months,East,T3,5,3.0,4,0.781,DePURA Kids,Health-conscious
CON00985,1-5 years,South,T1,2,1.0,3,0.66,Other brand,Low-awareness
CON00986,1-5 years,South,T1,4,3.0,5,0.616,DePURA Kids,Convenience-driven
CON00987,0-12 months,South,T1,3,3.0,3,0.587,Other brand,Convenience-driven
CON00988,6-12 years,North,T1,2,4.0,4,0.582,Other brand,Low-awareness
CON00989,1-5 years,East,T3,5,4.0,4,0.669,DePURA Kids,Price-sensitive
CON00990,0-12 months,West,T1,3,2.0,4,0.549,Other brand,Convenience-driven
