consumer_id,child_age_group,region,city_tier,parent_age_group,income_band,awareness,purchase_channel,purchase_frequency,price_sensitivity,brand_trust,recommendation_source,adherence_score,aware_of_recall,current_brand
CON00730,0-12 months,North,T3,18-24,50k-1L,3,Retail Chemist,Monthly,3,4,Pediatrician,0.755,False,Not currently buying
CON00731,0-12 months,West,T2,30-34,50k-1L,4,Retail Chemist,Monthly,2,5,Pediatrician,0.894,False,Other brand
CON00732,1-5 years,South,T2,30-34,25k-50k,4,Pharmacy Chain,Every 2-3 months,4,3,Pediatrician,0.609,False,Other brand
CON00733,0-12 months,Central,T2,25-29,50k-1L,2,Retail Chemist,Monthly,2,4,Pharmacist,1.0,False,Not currently buying
CON00734,0-12 months,South,T1,40+,>1L,4,Quick Commerce,Monthly,4,3,Pediatrician,0.885,False,Other brand
CON00735,0-12 months,South,T2,18-24,50k-1L,5,Retail Chemist,Monthly,3,5,Pediatrician,0.765,False,Other brand
CON00736,1-5 years,East,T1,25-29,50k-1L,3,Pharmacy Chain,Monthly,2,2,Pediatrician,0.867,True,Other brand
CON00737,0-12 months,North,T1,30-34,50k-1L,3,Hospital Pharmacy,Every 2-3 months,2,4,Pediatrician,0.554,True,Other brand
CON00738,0-12 months,North,T2,25-29,25k-50k,3,E-Pharmacy,Every 2-3 months,4,3,Online/Social media,0.548,False,Other brand
CON00739,1-5 years,East,T3,30-34,>1L,5,Quick Commerce,Monthly,1,5,Pediatrician,0.713,False,DePURA Kids
CON00740,0-12 months,North,T3,18-24,25k-50k,4,E-Pharmacy,Monthly,3,5,Pediatrician,0.963,False,Other brand
CON00741,13-18 years,South,T1,25-29,50k-1L,3,Pharmacy Chain,Every 2-3 months,3,2,Family/Friends,0.583,True,Other brand
CON00742,0-12 months,Central,T2,25-29,<25k,1,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.586,False,Not currently buying
CON00743,0-12 months,East,T3,40+,<25k,2,Retail Chemist,Occasionally,5,5,Pharmacist,0.485,False,Other brand
CON00744,0-12 months,North,T3,25-29,25k-50k,2,Retail Chemist,Occasionally,5,5,Pharmacist,0.424,False,Other brand
CON00745,0-12 months,South,T2,40+,25k-50k,2,E-Pharmacy,Occasionally,2,2,Online/Social media,0.357,False,Other brand
CON00746,1-5 years,West,T1,40+,25k-50k,5,E-Pharmacy,Monthly,2,3,Pediatrician,0.935,False,Other brand
CON00747,0-12 months,North,T2,30-34,50k-1L,3,Retail Chemist,Every 2-3 months,2,4,Pediatrician,0.636,False,Other brand
CON00748,6-12 years,West,T3,25-29,25k-50k,3,Retail Chemist,Monthly,2,3,Pediatrician,0.725,False,Other brand
CON00749,6-12 years,Central,T3,30-34,25k-50k,5,Hospital Pharmacy,Monthly,3,3,Pediatrician,0.782,False,Other brand
CON00750,1-5 years,North,T2,40+,25k-50k,4,Pharmacy Chain,Monthly,2,3,Family/Friends,0.763,False,Other brand
CON00751,1-5 years,North,T2,35-39,25k-50k,4,Quick Commerce,Occasionally,5,4,Family/Friends,0.47,False,Other brand
CON00752,0-12 months,East,T3,25-29,<25k,3,Retail Chemist,One-time,5,3,Family/Friends,0.288,False,Other brand
CON00753,6-12 years,South,T3,40+,25k-50k,4,Retail Chemist,Occasionally,3,5,Pediatrician,0.429,False,Other brand
CON00754,0-12 months,South,T1,30-34,50k-1L,4,Quick Commerce,Monthly,3,4,Pediatrician,0.9,True,DePURA Kids
CON00755,0-12 months,West,T1,30-34,>1L,4,Hospital Pharmacy,Monthly,3,5,Pediatrician,0.75,False,Other brand
CON00756,1-5 years,Central,T3,25-29,25k-50k,2,Retail Chemist,Occasionally,4,5,Gynecologist,0.321,False,Other brand
CON00757,0-12 months,North,T1,35-39,>1L,3,Pharmacy Chain,Every 2-3 months,2,3,Pharmacist,0.618,True,DePURA Kids
CON00758,0-12 months,North,T2,30-34,25k-50k,4,Pharmacy Chain,Every 2-3 months,3,2,Pharmacist,0.586,True,Other brand
CON00759,6-12 years,East,T2,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,4,2,Family/Friends,0.551,False,Other brand
CON00760,6-12 years,North,T2,25-29,25k-50k,4,Pharmacy Chain,Monthly,4,3,Pediatrician,0.718,False,Not currently buying
CON00761,1-5 years,West,T3,25-29,<25k,4,Retail Chemist,Every 2-3 months,4,4,Pediatrician,0.655,False,Other brand
CON00762,6-12 years,East,T3,30-34,25k-50k,2,Retail Chemist,Occasionally,5,3,Online/Social media,0.438,False,Other brand
CON00763,1-5 years,South,T1,30-34,>1L,4,Pharmacy Chain,Monthly,3,3,Pediatrician,0.779,False,DePURA Kids
CON00764,6-12 years,North,T2,30-34,>1L,4,Retail Chemist,Monthly,2,4,Family/Friends,0.724,False,DePURA Kids
CON00765,6-12 years,West,T1,30-34,25k-50k,3,Pharmacy Chain,One-time,3,4,Family/Friends,0.27,False,Not currently buying
CON00766,0-12 months,West,T2,25-29,50k-1L,4,Pharmacy Chain,Every 2-3 months,4,3,Pharmacist,0.531,True,Not currently buying
CON00767,0-12 months,West,T3,30-34,<25k,2,Retail Chemist,Occasionally,5,5,Online/Social media,0.436,False,Other brand
CON00768,1-5 years,East,T1,30-34,25k-50k,5,Quick Commerce,Monthly,3,3,Pediatrician,0.814,False,DePURA Kids
CON00769,1-5 years,Central,T3,18-24,>1L,4,Retail Chemist,Occasionally,1,4,Gynecologist,0.384,False,Other brand
CON00770,1-5 years,South,T1,35-39,50k-1L,5,Pharmacy Chain,Monthly,2,4,Pediatrician,0.793,False,Other brand
CON00771,0-12 months,West,T1,30-34,>1L,3,Hospital Pharmacy,Monthly,3,4,Pediatrician,0.78,False,Not currently buying
CON00772,1-5 years,South,T1,40+,>1L,4,Retail Chemist,Every 2-3 months,3,4,Online/Social media,0.605,False,Other brand
CON00773,1-5 years,West,T1,30-34,25k-50k,3,Pharmacy Chain,Occasionally,5,5,Online/Social media,0.456,False,Other brand
CON00774,0-12 months,South,T1,30-34,>1L,3,Retail Chemist,Occasionally,1,3,Pharmacist,0.489,False,Other brand
CON00775,0-12 months,South,T2,30-34,50k-1L,3,Retail Chemist,Every 2-3 months,3,5,Family/Friends,0.615,False,Other brand
CON00776,1-5 years,West,T1,30-34,>1L,5,E-Pharmacy,Every 2-3 months,4,4,Pediatrician,0.507,False,DePURA Kids
CON00777,1-5 years,West,T1,25-29,50k-1L,4,Pharmacy Chain,Monthly,4,4,Pediatrician,0.775,True,Other brand
CON00778,1-5 years,South,T2,40+,>1L,4,Quick Commerce,Occasionally,3,5,Pediatrician,0.421,False,Not currently buying
CON00779,0-12 months,South,T1,35-39,>1L,5,Retail Chemist,Monthly,4,4,Pediatrician,0.857,False,DePURA Kids
CON00780,13-18 years,South,T1,30-34,50k-1L,4,E-Pharmacy,Occasionally,3,5,Gynecologist,0.402,False,Other brand
CON00781,0-12 months,East,T2,30-34,<25k,4,Retail Chemist,Every 2-3 months,4,3,Online/Social media,0.607,False,Other brand
CON00782,6-12 years,North,T2,30-34,50k-1L,4,Retail Chemist,Every 2-3 months,2,3,Pediatrician,0.662,False,DePURA Kids
CON00783,0-12 months,Central,T2,30-34,25k-50k,4,Quick Commerce,Occasionally,3,3,Pharmacist,0.443,False,Other brand
CON00784,1-5 years,North,T2,40+,25k-50k,4,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.675,False,Other brand
CON00785,0-12 months,North,T2,25-29,<25k,2,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.695,False,DePURA Kids
CON00786,0-12 months,South,T1,25-29,>1L,4,Pharmacy Chain,Monthly,2,3,Online/Social media,0.791,True,Other brand
CON00787,0-12 months,North,T2,35-39,25k-50k,2,Hospital Pharmacy,Monthly,,4,Online/Social media,0.743,False,Other brand
CON00788,6-12 years,North,T2,30-34,<25k,4,E-Pharmacy,Monthly,5,3,Pediatrician,0.946,False,DePURA Kids
CON00789,1-5 years,North,T2,35-39,50k-1L,3,Quick Commerce,Occasionally,2,5,Online/Social media,0.394,False,Other brand
CON00790,0-12 months,Central,T2,25-29,25k-50k,4,Quick Commerce,Occasionally,4,2,Online/Social media,0.482,True,Other brand
CON00791,1-5 years,East,T2,18-24,>1L,4,Retail Chemist,Occasionally,2,2,Family/Friends,0.498,False,Other brand
CON00792,1-5 years,South,T1,30-34,50k-1L,3,Pharmacy Chain,Every 2-3 months,1,4,Pediatrician,0.519,False,Other brand
CON00793,1-5 years,South,T1,30-34,25k-50k,3,Retail Chemist,Monthly,4,4,Pediatrician,0.716,False,Other brand
CON00794,1-5 years,West,T1,35-39,25k-50k,5,Retail Chemist,Occasionally,3,3,Pediatrician,0.463,True,Other brand
CON00795,0-12 months,North,T1,30-34,>1L,2,E-Pharmacy,Every 2-3 months,2,3,Pharmacist,0.546,True,DePURA Kids
CON00796,13-18 years,South,T2,25-29,<25k,4,Retail Chemist,Occasionally,3,4,Gynecologist,0.41,False,Other brand
CON00797,6-12 years,North,T1,40+,50k-1L,4,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.515,False,Not currently buying
CON00798,0-12 months,South,T2,25-29,25k-50k,3,E-Pharmacy,Monthly,4,2,Pediatrician,0.811,False,Other brand
CON00799,1-5 years,West,T1,40+,25k-50k,3,E-Pharmacy,Every 2-3 months,2,3,Pediatrician,0.623,True,DePURA Kids
CON00800,6-12 years,West,T3,30-34,25k-50k,5,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.611,False,DePURA Kids
CON00801,0-12 months,Central,T2,25-29,25k-50k,3,Retail Chemist,Occasionally,,2,Online/Social media,0.452,True,Other brand
CON00802,0-12 months,North,T2,30-34,<25k,2,E-Pharmacy,Every 2-3 months,5,4,Family/Friends,0.59,False,Not currently buying
CON00803,0-12 months,South,T3,30-34,<25k,4,Retail Chemist,Monthly,5,5,Pediatrician,0.855,False,Other brand
CON00804,6-12 years,West,T1,18-24,<25k,5,Pharmacy Chain,Monthly,5,4,Pediatrician,0.868,False,Other brand
CON00805,0-12 months,North,T2,40+,50k-1L,4,Hospital Pharmacy,Every 2-3 months,2,5,Pediatrician,0.509,False,Other brand
CON00806,0-12 months,West,T1,35-39,50k-1L,3,Pharmacy Chain,Monthly,4,4,Pediatrician,0.809,False,DePURA Kids
CON00807,6-12 years,South,T2,25-29,<25k,5,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.698,False,Other brand
CON00808,1-5 years,West,T1,25-29,50k-1L,3,Retail Chemist,One-time,4,5,Gynecologist,0.286,False,Other brand
CON00809,0-12 months,East,T2,30-34,50k-1L,4,Quick Commerce,Occasionally,3,4,Gynecologist,0.44,False,Other brand
CON00810,0-12 months,North,T1,30-34,50k-1L,4,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.6,False,Other brand
CON00811,1-5 years,North,T1,30-34,>1L,3,Retail Chemist,Monthly,4,4,Pharmacist,0.753,False,Other brand
CON00812,1-5 years,East,T3,30-34,<25k,5,Retail Chemist,Every 2-3 months,5,3,Pharmacist,0.519,False,Other brand
CON00813,6-12 years,North,T2,25-29,25k-50k,4,Retail Chemist,Occasionally,5,4,Online/Social media,0.341,False,Other brand
CON00814,1-5 years,North,T2,30-34,<25k,1,E-Pharmacy,Monthly,4,2,Online/Social media,0.781,True,Not currently buying
CON00815,1-5 years,South,T1,25-29,50k-1L,4,E-Pharmacy,Every 2-3 months,4,4,Family/Friends,0.576,False,Not currently buying
CON00816,0-12 months,North,T3,30-34,25k-50k,2,Retail Chemist,Monthly,5,3,Online/Social media,0.779,False,Other brand
CON00817,1-5 years,South,T1,35-39,>1L,5,Quick Commerce,Every 2-3 months,2,4,Family/Friends,0.656,False,Other brand
CON00818,6-12 years,North,T1,40+,25k-50k,3,Hospital Pharmacy,Occasionally,5,4,Family/Friends,0.386,False,DePURA Kids
CON00819,0-12 months,East,T1,30-34,50k-1L,4,Pharmacy Chain,Every 2-3 months,2,4,Pediatrician,0.694,False,Not currently buying
CON00820,0-12 months,Central,T3,40+,50k-1L,4,Retail Chemist,Monthly,4,5,Pediatrician,0.759,False,Other brand
CON00821,6-12 years,West,T1,18-24,50k-1L,5,E-Pharmacy,Monthly,3,3,Pharmacist,0.742,False,DePURA Kids
CON00822,1-5 years,West,T1,40+,<25k,5,Hospital Pharmacy,Every 2-3 months,3,5,Pediatrician,0.623,False,Other brand
CON00823,0-12 months,West,T1,18-24,>1L,3,Retail Chemist,Every 2-3 months,1,3,Online/Social media,0.686,False,DePURA Kids
CON00824,1-5 years,North,T3,35-39,25k-50k,4,Retail Chemist,Every 2-3 months,4,5,Pediatrician,0.657,False,DePURA Kids
CON00825,6-12 years,East,T2,18-24,25k-50k,5,Pharmacy Chain,Occasionally,3,2,Pediatrician,0.39,False,Other brand
CON00826,0-12 months,West,T1,30-34,50k-1L,4,Retail Chemist,Monthly,3,5,Pediatrician,0.75,False,Other brand
CON00827,1-5 years,North,T2,18-24,>1L,3,Retail Chemist,Every 2-3 months,2,2,Pharmacist,0.641,False,Other brand
CON00828,0-12 months,West,T2,30-34,25k-50k,4,Quick Commerce,Every 2-3 months,2,4,Gynecologist,0.521,False,Not currently buying
CON00829,0-12 months,North,T3,30-34,<25k,3,Retail Chemist,Every 2-3 months,4,5,Pharmacist,0.634,False,Not currently buying
CON00830,1-5 years,West,T1,25-29,25k-50k,4,Quick Commerce,Every 2-3 months,4,4,Pediatrician,0.694,False,DePURA Kids
CON00831,1-5 years,North,T3,18-24,<25k,3,Retail Chemist,Occasionally,4,3,Gynecologist,0.371,False,Other brand
CON00832,6-12 years,North,T2,30-34,25k-50k,3,Retail Chemist,Occasionally,3,4,Online/Social media,0.418,False,Other brand
CON00833,13-18 years,East,T1,30-34,50k-1L,5,Retail Chemist,Every 2-3 months,4,3,Pediatrician,0.659,False,Other brand
CON00834,0-12 months,North,T3,25-29,25k-50k,3,Retail Chemist,Every 2-3 months,4,3,Online/Social media,0.635,True,DePURA Kids
CON00835,0-12 months,North,T1,30-34,25k-50k,2,Retail Chemist,Occasionally,2,5,Gynecologist,0.464,False,Other brand
CON00836,6-12 years,South,T1,35-39,25k-50k,4,Pharmacy Chain,Every 2-3 months,2,4,Gynecologist,0.569,False,DePURA Kids
CON00837,0-12 months,West,T2,25-29,25k-50k,2,Quick Commerce,Every 2-3 months,2,4,Pharmacist,0.505,False,Not currently buying
CON00838,0-12 months,West,T1,30-34,50k-1L,3,Retail Chemist,Every 2-3 months,3,4,Online/Social media,0.64,False,Other brand
CON00839,6-12 years,Central,T2,25-29,<25k,3,E-Pharmacy,Monthly,4,5,Pediatrician,0.88,False,Other brand
CON00840,0-12 months,Central,T3,30-34,50k-1L,4,Retail Chemist,Monthly,4,4,Pediatrician,0.882,False,Other brand
CON00841,0-12 months,West,T2,30-34,<25k,4,E-Pharmacy,Every 2-3 months,3,4,Pediatrician,0.672,False,DePURA Kids
CON00842,13-18 years,East,T1,25-29,25k-50k,4,Retail Chemist,Monthly,3,5,Pediatrician,0.927,False,Other brand
CON00843,0-12 months,East,T1,40+,>1L,5,Pharmacy Chain,Monthly,2,3,Pediatrician,0.755,False,DePURA Kids
CON00844,0-12 months,West,T1,18-24,<25k,3,Retail Chemist,Every 2-3 months,3,4,Family/Friends,0.628,False,Other brand
CON00845,6-12 years,North,T2,30-34,<25k,4,Pharmacy Chain,Occasionally,3,4,Pharmacist,0.317,False,Other brand
CON00846,0-12 months,West,T3,25-29,<25k,3,Retail Chemist,Monthly,3,3,Pediatrician,0.75,True,Other brand
CON00847,0-12 months,North,T2,25-29,50k-1L,4,Retail Chemist,Every 2-3 months,5,3,Family/Friends,0.638,False,Other brand
CON00848,1-5 years,West,T1,30-34,50k-1L,3,E-Pharmacy,Every 2-3 months,,3,Pediatrician,0.596,False,Not currently buying
CON00849,1-5 years,West,T2,30-34,>1L,3,Quick Commerce,Every 2-3 months,2,4,Pharmacist,0.584,False,Other brand
CON00850,0-12 months,West,T2,25-29,25k-50k,3,Hospital Pharmacy,Every 2-3 months,5,4,Pharmacist,0.591,False,Not currently buying
CON00851,0-12 months,North,T3,35-39,25k-50k,3,Retail Chemist,Every 2-3 months,2,4,Family/Friends,0.626,False,Not currently buying
CON00852,0-12 months,Central,T2,25-29,25k-50k,3,Quick Commerce,Every 2-3 months,3,5,Gynecologist,0.693,False,Other brand
CON00853,1-5 years,South,T1,25-29,50k-1L,3,Quick Commerce,Occasionally,2,3,Pharmacist,0.357,False,Other brand
CON00854,0-12 months,South,T1,30-34,50k-1L,3,Retail Chemist,Every 2-3 months,3,2,Pediatrician,0.503,True,Other brand
CON00855,13-18 years,South,T2,30-34,<25k,3,Quick Commerce,Monthly,2,4,Pediatrician,0.718,False,Other brand
CON00856,1-5 years,North,T1,35-39,50k-1L,3,E-Pharmacy,Monthly,3,3,Pharmacist,0.807,False,Not currently buying
CON00857,0-12 months,North,T2,25-29,25k-50k,5,E-Pharmacy,Monthly,3,5,Online/Social media,0.983,False,Other brand
CON00858,1-5 years,West,T1,40+,>1L,4,Retail Chemist,Monthly,2,3,Pediatrician,0.74,True,DePURA Kids
CON00859,1-5 years,West,T3,18-24,25k-50k,3,E-Pharmacy,One-time,4,3,Gynecologist,0.298,False,Other brand
CON00860,1-5 years,North,T2,30-34,<25k,5,E-Pharmacy,Occasionally,4,4,Pediatrician,0.493,False,Other brand
CON00861,1-5 years,West,T1,30-34,>1L,3,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.648,True,Other brand
CON00862,1-5 years,North,T2,40+,25k-50k,4,E-Pharmacy,Monthly,3,5,Pediatrician,0.724,False,Other brand
CON00863,6-12 years,Central,T3,25-29,25k-50k,5,Retail Chemist,Every 2-3 months,4,4,Pharmacist,0.631,False,Other brand
CON00864,13-18 years,West,T3,30-34,25k-50k,4,Quick Commerce,Every 2-3 months,3,3,Pediatrician,0.527,False,DePURA Kids
CON00865,0-12 months,South,T1,30-34,50k-1L,3,Pharmacy Chain,Monthly,2,4,Pediatrician,1.0,False,DePURA Kids
CON00866,0-12 months,South,T1,30-34,<25k,5,Quick Commerce,Every 2-3 months,4,3,Pediatrician,0.683,False,Other brand
CON00867,1-5 years,West,T1,30-34,50k-1L,5,E-Pharmacy,Every 2-3 months,2,5,Pediatrician,0.551,False,DePURA Kids
CON00868,1-5 years,South,T1,30-34,50k-1L,3,Quick Commerce,Occasionally,2,4,Pharmacist,0.412,True,Other brand
CON00869,6-12 years,North,T2,30-34,50k-1L,2,Pharmacy Chain,Every 2-3 months,3,3,Online/Social media,0.572,False,Not currently buying
CON00870,1-5 years,South,T1,40+,>1L,3,Retail Chemist,One-time,2,3,Pharmacist,0.165,True,Other brand
CON00871,1-5 years,South,T1,35-39,>1L,4,E-Pharmacy,Every 2-3 months,2,4,Online/Social media,0.63,False,Other brand
CON00872,0-12 months,North,T2,25-29,<25k,3,Hospital Pharmacy,Every 2-3 months,5,3,Pharmacist,0.668,True,Not currently buying
CON00873,1-5 years,North,T2,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,3,4,Gynecologist,0.6,True,Other brand
CON00874,0-12 months,North,T2,35-39,<25k,4,Hospital Pharmacy,Monthly,3,5,Pediatrician,0.723,False,Not currently buying
CON00875,1-5 years,South,T1,30-34,25k-50k,5,Retail Chemist,Monthly,4,5,Pediatrician,0.762,False,Not currently buying
CON00876,1-5 years,West,T1,30-34,>1L,3,E-Pharmacy,Monthly,3,4,Gynecologist,0.803,False,Other brand
CON00877,0-12 months,East,T2,35-39,25k-50k,4,E-Pharmacy,Every 2-3 months,3,3,Pharmacist,0.583,True,Other brand
CON00878,1-5 years,South,T1,30-34,>1L,3,Retail Chemist,Every 2-3 months,3,3,Family/Friends,0.579,False,Other brand
CON00879,6-12 years,North,T1,18-24,25k-50k,4,Retail Chemist,Every 2-3 months,3,3,Online/Social media,0.522,True,DePURA Kids
CON00880,6-12 years,West,T1,25-29,25k-50k,4,Retail Chemist,Occasionally,4,3,Family/Friends,0.425,True,Other brand
CON00881,1-5 years,North,T1,30-34,50k-1L,5,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.538,False,DePURA Kids
CON00882,0-12 months,South,T1,30-34,<25k,4,Pharmacy Chain,Occasionally,4,5,Pediatrician,0.471,False,DePURA Kids
CON00883,6-12 years,East,T2,25-29,<25k,5,Retail Chemist,Monthly,4,4,Pediatrician,0.783,False,Other brand
CON00884,0-12 months,South,T2,30-34,50k-1L,3,Retail Chemist,Monthly,3,3,Pediatrician,0.865,False,Other brand
CON00885,0-12 months,North,T3,18-24,25k-50k,5,Hospital Pharmacy,Monthly,5,5,Pediatrician,1.0,False,Other brand
CON00886,0-12 months,North,T3,25-29,<25k,5,Hospital Pharmacy,Monthly,3,4,Pediatrician,0.931,False,DePURA Kids
CON00887,0-12 months,East,T1,25-29,25k-50k,4,E-Pharmacy,Monthly,3,4,Pediatrician,0.924,False,DePURA Kids
CON00888,6-12 years,North,T2,25-29,>1L,2,Retail Chemist,Every 2-3 months,2,4,Pediatrician,0.665,False,Other brand
CON00889,0-12 months,South,T1,25-29,50k-1L,2,Pharmacy Chain,Occasionally,4,3,Online/Social media,0.419,False,Other brand
CON00890,0-12 months,North,T2,25-29,>1L,3,Hospital Pharmacy,Every 2-3 months,3,5,Online/Social media,0.558,False,Other brand
CON00891,0-12 months,West,T1,35-39,25k-50k,4,Pharmacy Chain,Every 2-3 months,3,4,Pediatrician,0.628,False,DePURA Kids
CON00892,1-5 years,North,T1,25-29,>1L,5,E-Pharmacy,Every 2-3 months,2,3,Family/Friends,0.692,True,DePURA Kids
CON00893,0-12 months,North,T2,30-34,50k-1L,5,Pharmacy Chain,Monthly,4,3,Pharmacist,0.905,True,Other brand
CON00894,13-18 years,North,T1,25-29,50k-1L,4,Retail Chemist,Every 2-3 months,1,4,Online/Social media,0.569,False,Other brand
CON00895,6-12 years,Central,T2,18-24,25k-50k,5,Pharmacy Chain,Every 2-3 months,5,4,Family/Friends,0.583,False,DePURA Kids
CON00896,1-5 years,West,T1,25-29,25k-50k,3,Quick Commerce,Occasionally,4,4,Pediatrician,0.446,False,Other brand
CON00897,0-12 months,Central,T2,25-29,50k-1L,4,Pharmacy Chain,Monthly,3,5,Pharmacist,0.711,False,Other brand
CON00898,6-12 years,North,T1,35-39,50k-1L,5,Hospital Pharmacy,Occasionally,2,4,Online/Social media,0.327,False,Not currently buying
CON00899,1-5 years,South,T2,35-39,25k-50k,3,Quick Commerce,Occasionally,4,3,Pharmacist,0.329,True,Other brand
CON00900,1-5 years,North,T2,25-29,50k-1L,4,Quick Commerce,Every 2-3 months,3,4,Pharmacist,0.695,False,Other brand
CON00901,0-12 months,South,T2,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,3,5,Pediatrician,0.649,False,DePURA Kids
CON00902,0-12 months,West,T1,30-34,50k-1L,3,Pharmacy Chain,Every 2-3 months,3,4,Family/Friends,0.662,False,Other brand
CON00903,0-12 months,West,T1,35-39,50k-1L,4,Retail Chemist,Every 2-3 months,2,5,Pediatrician,0.658,False,Other brand
CON00904,6-12 years,South,T1,25-29,50k-1L,5,E-Pharmacy,Monthly,4,5,Pediatrician,0.889,False,Other brand
CON00905,0-12 months,South,T1,30-34,25k-50k,5,E-Pharmacy,Monthly,4,5,Pediatrician,0.895,False,DePURA Kids
CON00906,1-5 years,Central,T3,35-39,50k-1L,5,Retail Chemist,Every 2-3 months,4,4,Family/Friends,0.642,False,Other brand
CON00907,1-5 years,West,T2,25-29,25k-50k,4,Retail Chemist,Occasionally,3,4,Pharmacist,0.415,False,Other brand
CON00908,0-12 months,West,T3,25-29,<25k,1,Retail Chemist,Occasionally,5,3,Online/Social media,0.326,False,Not currently buying
CON00909,1-5 years,North,T1,30-34,50k-1L,2,E-Pharmacy,Every 2-3 months,2,4,Pediatrician,0.631,True,Other brand
CON00910,6-12 years,North,T2,25-29,25k-50k,3,Hospital Pharmacy,Occasionally,4,2,Family/Friends,0.327,True,Other brand
CON00911,6-12 years,South,T2,25-29,25k-50k,5,Retail Chemist,Every 2-3 months,3,3,Pediatrician,0.593,False,DePURA Kids
CON00912,1-5 years,South,T3,30-34,25k-50k,4,Retail Chemist,Every 2-3 months,2,3,Family/Friends,0.575,False,Other brand
CON00913,0-12 months,West,T1,25-29,>1L,2,E-Pharmacy,Monthly,2,3,Pediatrician,1.0,True,Other brand
CON00914,0-12 months,South,T1,30-34,25k-50k,5,Retail Chemist,Monthly,1,5,Pediatrician,1.0,False,DePURA Kids
CON00915,6-12 years,South,T2,25-29,>1L,3,E-Pharmacy,Occasionally,4,3,Family/Friends,0.323,False,Other brand
CON00916,0-12 months,Central,T2,35-39,50k-1L,5,Retail Chemist,Monthly,2,4,Pediatrician,0.944,False,DePURA Kids
CON00917,6-12 years,East,T2,35-39,25k-50k,5,Pharmacy Chain,Every 2-3 months,3,5,Pediatrician,0.66,False,DePURA Kids
CON00918,0-12 months,West,T1,30-34,>1L,4,Retail Chemist,Occasionally,2,5,Family/Friends,0.437,False,DePURA Kids
CON00919,0-12 months,West,T1,30-34,<25k,4,Quick Commerce,Every 2-3 months,4,5,Pediatrician,0.52,False,Other brand
CON00920,1-5 years,North,T1,25-29,50k-1L,4,E-Pharmacy,Occasionally,3,3,Pediatrician,0.39,False,Other brand
CON00921,1-5 years,North,T2,30-34,<25k,4,Quick Commerce,Monthly,5,5,Pediatrician,0.831,False,DePURA Kids
CON00922,0-12 months,South,T2,30-34,50k-1L,4,Retail Chemist,Monthly,2,4,Pediatrician,0.821,False,Other brand
CON00923,6-12 years,South,T1,25-29,<25k,5,E-Pharmacy,Every 2-3 months,4,5,Pediatrician,0.657,True,DePURA Kids
CON00924,0-12 months,North,T2,25-29,>1L,3,Pharmacy Chain,Monthly,2,5,Family/Friends,0.882,False,Other brand
CON00925,6-12 years,South,T1,30-34,<25k,3,Quick Commerce,Every 2-3 months,3,5,Pharmacist,0.568,False,Other brand
CON00926,1-5 years,North,T2,25-29,25k-50k,2,Retail Chemist,Every 2-3 months,2,4,Pharmacist,0.611,False,Not currently buying
CON00927,6-12 years,West,T1,30-34,25k-50k,5,Pharmacy Chain,Occasionally,2,3,Gynecologist,0.372,True,Other brand
CON00928,0-12 months,East,T2,25-29,>1L,4,E-Pharmacy,Every 2-3 months,2,3,Pharmacist,0.577,True,Not currently buying
CON00929,1-5 years,West,T1,35-39,25k-50k,5,Retail Chemist,Occasionally,3,2,Family/Friends,0.458,True,Other brand
CON00930,1-5 years,South,T1,35-39,50k-1L,2,Quick Commerce,Occasionally,3,4,Gynecologist,0.395,True,Other brand
CON00931,0-12 months,North,T1,25-29,>1L,4,Hospital Pharmacy,Monthly,3,5,Gynecologist,0.741,False,Other brand
CON00932,1-5 years,West,T1,30-34,50k-1L,3,Quick Commerce,Monthly,3,4,Family/Friends,0.703,False,Other brand
CON00933,1-5 years,West,T1,18-24,25k-50k,5,Hospital Pharmacy,Occasionally,4,3,Pediatrician,0.391,False,DePURA Kids
CON00934,1-5 years,South,T2,30-34,>1L,3,E-Pharmacy,Monthly,2,3,Pediatrician,0.752,False,Other brand
CON00935,0-12 months,North,T2,40+,25k-50k,3,Retail Chemist,Every 2-3 months,3,2,Gynecologist,0.562,False,Not currently buying
CON00936,1-5 years,West,T1,30-34,50k-1L,2,E-Pharmacy,Monthly,4,4,Pediatrician,0.775,False,DePURA Kids
CON00937,0-12 months,North,T2,25-29,25k-50k,3,Retail Chemist,Monthly,3,4,Online/Social media,0.881,False,Not currently buying
CON00938,0-12 months,West,T3,30-34,50k-1L,3,Retail Chemist,Monthly,4,4,Pediatrician,0.75,False,Not currently buying
CON00939,0-12 months,West,T1,35-39,50k-1L,5,E-Pharmacy,Monthly,2,3,Pediatrician,0.959,False,DePURA Kids
CON00940,0-12 months,North,T3,25-29,<25k,4,Retail Chemist,Every 2-3 months,5,5,Pediatrician,0.502,False,DePURA Kids
